,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,target
11312,0.00010490774440844399,7.52518457006505e-05,0.00010611648443764435,0.00020941488756192158,7.626394951142509e-05,0.0002980556855838558,0.0002502409143495716,0.0003314347783171196,0.0006654342192539058,0.0007424380180664015,0.00030309572925717106,0.000802119457703963,0.0003180890041282932,0.0007261242012914017,0.0009364506090862968,0.0017113572887550938,0.0007215515495464353,0.0014690896964201243,0.0013543904854550752,0.00026388844291972053,0.0008806084446634185,0.0018165983454677547,0.002870280063488071,0.002460403576526554,0.000957948362921998,0.001263854666436646,0.0014210712866428673,0.002698310932120901,0.003440439588641688,0.0009796567502726023,0.001174994161716669,0.006568938622932525,0.0029944535053317073,0.0022596264289032205,0.0009557736971623462,0.0027533237024893686,0.0005442737867112006,0.0011631399248470827,0.0005809234861760014,0.0018799922473950632,0.003245575368176286,0.0024023357907068748,0.0013546660591085159,0.0023477720424429165,0.002476526708007396,0.007014470513476185,0.004730246715940805,0.0011146833883837154,0.0009526531302147007,0.0026936698266506326,0.0020512142594136034,0.0007861385995172077,0.0017881501474392631,0.0014386667008529385,0.0017888046232396272,0.0006478983137868312,0.00044239613683283706,0.0005296001927873613,0.0005810182095455561,0.0033338034385574367,0.004021503754378748,0.0017643649064415937,0.0010615496427446602,0.0020517894314157183,0.0028892576790515777,0.002189411938441747,0.0005987012950193998,0.0021181287293337374,0.001452802808827019,0.001508143133477717,0.002194528899471929,0.0014243104009909193,0.00016257029791226691,0.0014280911496340587,0.00037603766375699134,0.0006959922775961485,0.0006643501368543231,0.0005772122867648841,0.002054701503702953,0.0009904189652818975,0.0007790412896650604,0.00041754725222242767,0.001713112526891413,0.0019073956063146078,0.000749653239991663,0.0006472297426149778,0.001500493045157697,0.00103679051158793,0.0007165974280454825,0.000348901614212794,0.0001583667094005617,0.0041226207524127315,0.0017675287527220143,0.0007428975717589665,0.00031850327108958094,0.0008860881845897512,0.00026127500714724644,0.0008654086576631665,0.0009201363907732583,0.0
21547,0.00038664978592270905,0.0003872622234505649,0.0003908859467091527,0.0003843131253960511,0.0003740544067371608,0.0003943991055881352,0.0004574285050527613,0.00040469821650131736,0.00028304880238779243,0.00043418545766637986,0.0005328646526191593,0.0006214967197267499,8.839877094634766e-05,0.0003954102636684372,0.0002714190733529109,0.0009144883907659448,0.0009560996426646064,0.0003594704915918266,0.0006352990596846022,0.0005966890474847527,0.0006146970728767752,0.0005562157879085383,0.0003561357747985997,0.0009514571009670351,0.0014047725643897343,0.0010524451954948158,0.000257872723227197,0.0011471355393568269,0.0013370961267701595,0.0017208934437057735,0.0005106944835845612,0.0013572689958263092,0.001792249047325937,0.0009477134322841325,0.001386807725073207,0.0005642441423867824,0.0011078943540401421,0.001333868040545727,0.0015055294440801269,0.0030934303036874713,0.0022485513120529513,0.006901858265944675,0.0006541089460829442,0.0006796691917015167,0.0012252391159845147,0.0022595778175691274,0.0009928541791947112,0.0014267653587291898,0.0008666431714887359,0.001916273093479721,0.002290672558034008,0.001701313255657291,0.005206265664518623,0.0032903259070612445,0.006228301931917674,0.013534223500533576,0.05784342112354996,0.022153052630706327,0.009747309214342168,0.004514083297451051,0.00674503610446322,0.0026411157198491446,0.004249749780572021,0.002082668451807764,0.0014844877459462703,0.0018406417658401737,0.0019100895022585004,0.0013188666683826803,0.0011939824975417315,0.001970718300360675,0.001001766481947591,0.001903048128177012,0.00151732048184703,0.0007597346197566305,0.001276767050392032,0.0011101040003500186,0.0007503845505863608,0.001562750251445199,0.0008824983483819177,0.000694361106674877,0.0005403528226621062,0.0006690845833876511,0.000492773331330419,0.0011322317832777001,0.0006005972382466322,0.0005749004114424264,0.0007100413828731065,0.0008884935603616451,0.0012358968850282237,0.0006016707374214026,0.00020157880145814077,0.001206211606981696,0.0003517442955673252,0.0015071217349177013,0.0005565824709622984,0.00040250506795182456,0.0013667307844973974,0.001518056343586595,0.00015195591204599532,1.0
2891,0.00011462547530925828,0.00011804984945162028,0.0003909129712064604,0.0005902114141090449,0.0010171919050084772,0.00028078505117371677,0.0012885219043394045,0.0020580271130926754,0.001058872779536292,0.0015440824392404884,0.0023879601683119587,0.0018125625425568735,0.0021107670632744303,0.0018533244400262433,0.0015780995258789935,0.001882997311376054,0.002010023185951601,0.001390696582354153,0.0005123000597541511,0.0013921274830737272,0.0009456698863717603,0.0007183205622393406,0.0011831678629665911,0.0015753541234286694,0.0017193828273766821,0.0007953997638177581,0.00015580163383740255,0.0006787699084557276,0.001271988915919641,0.001191024530324296,0.0006178035161101905,0.0005218852964611697,0.0008050209207711876,0.00037144694396017505,0.0013832382280161179,0.0008438452595180478,0.00033243877588776176,0.0013443478983466847,0.0012496611024663763,0.00022069802728280928,0.00031178909606547115,0.0007169417191131503,0.0008033769816164533,8.013648114700312e-05,0.00023952604559854176,0.00030731831051324966,0.0006669048166694932,0.0007191668268101948,0.0012830929395368509,0.005461520829171427,0.0017285189245222154,0.0007231395317902918,0.0004472650026540844,0.0006725151647245216,0.000641512129928597,0.0006062483832277803,0.00018678657901922906,0.0006191768180558911,0.000244799928552389,0.0003305955222017927,0.00047527283008008355,0.0007400846845163272,0.00025663590669926803,0.00015129869322808766,0.000247214130860206,0.000302664038564475,0.00021922867163597212,0.0005704432668736101,0.00026044434433438514,0.0005460712210029307,0.00012885394956337797,0.00012850896118734843,9.659223830056007e-05,0.0007484795091512365,0.0007992265435424261,0.00039304789987966427,0.0001475192825790296,0.0003816272769991667,0.0004013794899129206,0.0007080152669552501,0.00030444817313591367,0.00032428367388793127,0.0003045011289383105,0.0001459134909823359,0.0001679433714206426,0.0002137485133443639,0.0001721798403727726,0.0007082143400652061,0.0003541629490388469,0.00030699947653802044,0.0002461097220056475,0.00032465002198348177,0.0001894390508040102,0.00011958794224763837,0.0003806664129429165,0.0002609020575612189,0.00016357267376052742,0.00016309589352881025,0.0008257916807707563,0.0
18461,5.021413083871792e-06,4.418923515645812e-06,3.965556826815653e-05,3.107053842115285e-05,0.0001598323201217523,0.00010270775003256057,2.9770980782554745e-05,8.570605664510703e-05,0.0001763860925005029,0.000761660421313189,0.0006740873291019581,0.0011669606790849969,0.0007170629648809776,0.0005976689343351962,0.0007119568276764132,0.0007314838940300472,0.0002640303584224571,0.0005232224052555787,0.0009939488637318499,0.0006703199241173517,0.0003639963691115431,0.001193070872695849,0.00031613169077012,0.0022323516673523245,0.002285644088853192,0.0014730475705407855,0.001304645507319291,0.0018516198047669578,0.0024561173172830846,0.0005247804579590088,0.0004006460103402258,0.0007672684485369444,0.0020906383054045165,0.00034443731193495086,0.001538228062105385,0.0019560337122923625,0.0009966430127905106,0.0008145475868838514,0.0003667506838228114,0.0006868811770846736,0.0023087763746624398,0.0008942139770367666,0.0017933797848239045,0.0007268806683405614,0.002262962223344448,0.0016474913708768443,0.0008926098186152023,0.0006658754407472786,0.0007745531906172407,0.0004477430142544509,0.003158471267481307,0.0010179381202426161,0.0012026964059723936,0.0009034894679924577,0.0010017096585452443,0.0004202971997295781,0.0007060636550409411,0.0004359047704201702,0.0008619970299744881,0.00032267955859311656,0.0009436233614170772,0.0007294438978113001,0.0014035354905791277,0.0016701317684812205,0.0014222993369841866,0.0010580520128350883,0.0010046566680385089,0.0008133721595658375,0.0014816969559949453,0.0005010057028414383,0.006037332075918492,0.0011547343753887328,0.0010139958832733214,0.0008129435870495783,0.000532797350291133,4.182703769799492e-05,0.0006892245193210984,0.0006705250230726427,0.0002794917397663638,0.0005587586567910857,0.0005259675707799728,0.00034373753907774137,0.000317295494291523,0.00025024262574671076,0.0003466230783513149,0.00025019271639660154,0.00048177550876865165,0.00011467852464431186,0.0006014528234939451,0.0003143842903631275,0.00015188119991066927,0.000577756395616822,0.00027581583624763326,0.0007753150666757968,0.00014520948723783993,0.0003349752718394698,0.0003182342407944473,0.0003124351355330753,0.00027696476813342935,0.0
21128,0.00011882389400657755,0.00011557970137825587,0.0001238680505797628,8.691357468571537e-05,3.438530764840086e-05,0.00013382738231023926,0.00018027239564350433,0.00012796098233608876,0.00038855454010955316,0.0008977016977900866,0.0012841027788921067,0.0014334318942635046,0.001601160087152151,0.00044630599665682974,0.0011104296985963368,0.0013408391115828251,0.0009545083224309521,0.0004895072318716954,0.0005222206089812454,0.0005484298931484198,0.0016015389780230295,0.002923596223182907,0.003135587510861302,0.0011618630168867563,0.005794303901425155,0.00909743342173092,0.005104379005351535,0.010645942156797353,0.01141040424473756,0.006406154412495726,0.014778883948523135,0.013180011496843221,0.00828112845947457,0.005550885789161197,0.003453510201761435,0.005079203981929404,0.004656625402525692,0.001515134847214122,0.0006645181995281682,0.006140548613554689,0.008925757631429757,0.005745254456377272,0.0049644042410588425,0.003926738241621902,0.0010924236906167065,0.001669559272051494,0.0018557829515182932,0.0028332234259133902,0.0024988567830338936,0.0017319438165875622,0.002293335263987262,0.002144397238226677,0.0014942223505819278,0.002569481393259736,0.00454320004198925,0.008094895512521476,0.045617088022187086,0.008281193639869374,0.004292101909834935,0.001778741632257176,0.0013957336579077252,0.008197188139798351,0.004310515050686039,0.006546241095720009,0.0027100402488430676,0.0012719969556970435,0.005365404739172592,0.0019921208063165404,0.005022628669892802,0.004654490063940393,0.002601368608322927,0.00191979097090928,0.0012975528077571186,0.0017809322985667874,0.001174675954723485,0.004138257754483726,0.002079998861334943,0.0008806699353429301,0.0009205934137724456,0.0019697411283684314,0.002781768186659717,0.0018193686735539583,0.0030030941927569953,0.0014467226257155008,0.0032396867056381584,0.0030036500074627987,0.0016258143052457251,0.0015612528945518676,0.00602334289305328,0.0017880198385509453,0.0030861935105151897,0.0005450937305185125,0.0014172096632349871,0.0032713731851991886,0.001414341260747123,0.0014989946700968335,0.0005469700044701054,0.0011075374235968436,0.0018524275222235656,0.0
16835,5.4406074382521844e-05,6.793119646301565e-05,0.00011216606423646104,0.00011218217740974525,9.055416706735304e-05,0.0002697474796091607,5.1295955290487776e-05,0.00017625603155205048,0.0005735807456710767,0.0007987048494068188,0.001932222536517743,0.0009520259265746344,0.0007378646932074783,0.0006224247004233104,0.000541327830998519,0.0008067270414819086,0.0016942204063408704,0.003683152960472267,0.002141767621200092,0.0013525592467567998,0.005206371060252294,0.010030134860863127,0.006573474102086991,0.0064159822255462455,0.008573095967619564,0.0040333095211064944,0.0046959880344730545,0.0020937039593617187,0.0018729675001397062,0.002902657022014686,0.0018491196624049718,0.00267555665791082,0.005789370689069138,0.004568205091738154,0.005867459860025115,0.0010372043066957967,0.002979460315592639,0.0030021804872398597,0.002444483171531022,0.0018328407218367098,0.0029584212263226222,0.0039764885382678585,0.001339365548934397,0.0017117383219883485,0.0016656900295948219,0.018954734594302924,0.007461199188417368,0.004333192204699548,0.004686688508994786,0.0011371443075821647,0.001218634452054578,0.0044403532052638426,0.0037902079492732723,0.002992862276723188,0.001064204442248026,0.003032945581280751,0.0015793732664823145,0.0008883190694016386,0.00013047249366612528,0.0009774168522256618,0.0005706169079169257,0.0021272856163658898,0.0024527855772072628,0.0009092170584259056,0.001074686948134737,0.002977104018285851,0.0041302354309736295,0.005136491443110447,0.012483787925103391,0.009255160242549403,0.0026092743740593677,0.0004908084079076096,0.0008564657801979595,0.00241945929853218,0.0010507720855888422,0.0011442769459978068,0.0010613047571141683,0.0021648964671930992,0.002299386387133206,0.0006726670559692618,0.0010507261517454093,0.0009546967306189884,0.0017901023638728958,0.0022150136779774954,0.0023845683489358634,0.0023601238207081633,0.0014976353650495264,0.001276820642195234,0.0016519896993756435,0.0019511954229703215,0.0025413659537853873,0.008104954637479055,0.004523216056976802,0.003247122338280389,0.0023050790894331365,0.0006760605238303042,0.0006667753008093394,0.0006437107176204094,0.0003794394437363963,0.0
23566,0.0001638549001888053,0.0001613384850235903,0.00015606439802864629,0.0001671652793358894,0.00016196079468766154,0.00020188159458985343,8.757240256947279e-05,0.00014498956980608517,0.00025130007934410196,0.00034743634401463136,0.00034834196798241694,0.0004486344676869259,0.0017737072714437722,0.0004699575010476211,0.00014926331587956947,0.00019106548873975426,0.0003109439310551292,0.0002964229931272428,0.00034547760792548064,0.00039086278438068596,0.0008775254830135102,0.000631379603327767,0.000893984907975293,0.0010988066029659405,0.0018539408295644515,0.0049105202645434035,0.006704368507698877,0.0019928225695201324,0.0010622134262819212,0.000788554187426705,0.0005411293998645454,0.00045350833191437547,0.00035228512902284604,0.00037119833174179516,0.00019609728801612446,0.00018009248059073417,0.00031418588592163485,0.00015740630435679163,0.00010629430701601761,0.0003421694755440671,6.795564198843783e-05,0.00014981179348589433,0.0001228450030726393,0.0001082061162039233,0.00017828583980549056,0.0001665572436860304,0.00014330713280645557,0.00018182045191997775,0.00021983716938872268,0.0002368625955753248,0.0004030372789905072,0.0006077227340766614,0.004680469093619737,0.0008941940327045567,0.00039505754468329086,0.0003052686313128345,0.0002849164958893739,0.00020845724325846185,0.00013387277845305757,0.00010744712387027214,0.00013863037935915622,6.980969910564381e-05,0.00016061238982707755,0.00017330621819481787,4.3916093778140084e-05,0.0002229149283501392,0.00024836012657863103,0.00015335654976749366,0.00024189813884867474,0.00015182592192763795,0.00020553629449444611,0.0002631902723834647,0.0002467092056592367,0.00022874593329748967,0.000294116305261409,0.0003865810125988854,0.00048808581182363065,0.0007446037064822549,0.0017347934844809427,0.004565754180996361,0.00099270375913068,0.000536119263054617,0.0003212713905604635,0.0003261999069550675,0.00022501979340862593,0.0001578914082893164,0.00013811194726945567,0.00012061098219031291,0.00010614199057624778,0.00011236467532334938,7.676535460113176e-05,5.85693390259436e-06,3.255249609352509e-05,5.430772722012856e-05,2.4250458739036558e-05,4.4024418772558945e-05,6.484741371643303e-05,0.0001297216797031697,7.142971701323665e-05,1.0
8416,1.7495676727962863e-05,1.1196690555204542e-05,6.274711929912566e-05,0.00012463133161592872,7.744790608894948e-05,0.00037967134834318355,0.0004678713233736096,0.0005205477042621163,0.0013195233411231332,0.00015616648086222396,0.0001480317036017958,0.0010480504784924531,0.001527143682464593,0.0011011748618474022,0.0012863755910130263,0.0005102683013980106,0.0005873530024203548,0.0010716345633526062,0.0013447584795195288,0.001296420482693003,0.0009004113898563331,0.0002631677604978158,0.0009903581290536343,0.000765302273773124,0.001078032015519365,0.0005906504101220663,0.0003748912056597746,0.0005690912452583693,0.0008196613957244273,0.0009584776722522586,0.00030806076750397354,0.000747985946489417,0.00048607546513317333,0.00062060002714164,0.0002740630760834546,0.0005686926165654104,0.00037354382786510074,0.0003537209803900887,0.0017353100569332783,0.00016089830013528346,0.0008494077285769726,0.0007444723279174218,0.0008265156318870922,0.0005895344791507063,1.623562789933047e-05,0.00036748262156460884,0.0002367249389521978,0.0003266714824707284,0.00011301499828592888,0.00031285671599649953,0.00014566421299894237,5.756377055214335e-05,0.0002769973502282723,0.0003470553084969787,0.0003711865173366393,0.0004917580286322327,0.00019867394220779764,0.0005653799273586042,9.531860791624897e-05,0.00011483518193402135,0.00035194739002368416,0.00020775034769541522,0.0007068212894512693,0.00026924997517304653,0.00032430406477993427,0.0002798495794508981,0.0003069042367595639,0.00042079695260648716,7.950717522588823e-05,0.00015198358331720496,9.808931525261372e-05,0.00038706129837812365,0.00020614105557760292,0.0002750147721759605,0.0004529267001832338,0.00048377555454331815,0.0003327855022183275,9.32321002111779e-05,0.00015279534346967214,0.00023732555131756672,0.00033484295445416866,0.00043174102059756806,0.0002635062753111547,0.0002850013072967076,0.0001925769972567039,0.00024501907831104994,0.0002051533979124652,0.00010226932344604404,8.240933946772947e-05,0.00012588725132616307,0.00015352308424138866,0.00023285581937418349,0.0003347313005965953,0.00026974888416753454,0.00013434938600611558,0.0003165385270939204,0.00021712666211305822,0.00013739345904849345,0.00011501481840930337,-1.0
13640,0.0003691915665975121,0.00037740710931214567,0.00039652133192865095,0.0005336094559076688,0.0006436158284335616,0.0006258375840447963,0.000386885211812525,0.0010487563191652267,0.0010769465370831558,0.0031403348196830713,0.0030906260022961537,0.0023093338075484016,0.0005253139837369299,0.0019035848138898768,0.0013807698893446053,0.002076963717960402,0.0007036039641773834,0.002796714275567006,0.0011510903731621154,0.0020711854743977235,0.001075027175096171,0.0005690131112876771,0.0004769730538122409,0.001513911706418069,0.0008371439584194079,0.0020609413320384485,5.8616492767762354e-05,0.001092472610663129,0.00028912577143809114,0.0002514070871145979,0.0006617539619112868,0.0009952937665200102,0.001943845645555141,0.0005681244796262376,0.002020415924633759,0.0018023397129729257,0.0027865031719938272,0.0014160081370970616,0.0012266418233631464,0.0028485326750576963,0.001343785129750142,0.0019029830733333145,0.0007313010422742421,0.001199714153240836,0.0006550473230934414,0.0010562820737399481,0.0004100099345941837,0.0019372328336257003,0.0007452603709809109,0.0003201233703846957,0.0005274558325293498,0.002534947129665523,0.0010840489498336943,0.0007905901167185344,0.003782371403331206,0.0007524096328245542,0.005310207501373286,0.0030671609613774314,0.0012680718214612412,0.0004422151486456756,0.0036183390772636615,0.0016256555753309857,0.003941688363634002,0.0014186948268876073,0.000845426082414401,0.0005559100552317276,9.093108189402353e-05,0.0006820201297728856,0.0007767571795688784,0.0010380370074356193,0.0004541139395019948,0.0009013801351472282,0.00045784003441572244,0.0022185537539277326,0.001202014938015163,0.0010017891926242166,0.0009554239787283903,0.0005904948245086605,0.0034264885758629664,0.00612488418922692,0.007867073118629792,0.0026550576210893845,0.0018739989709676272,0.0009721601145505477,0.000419612655026922,0.0009013645377792122,0.0010335245455655462,0.00023858057378636373,0.0004803728734319167,0.00015158585818760996,0.0005726170496835774,0.0006256511676627583,0.0002469479251379806,0.0003051052214761221,0.0001787294569380528,0.0004932406702599007,0.00029483749700585926,0.0002452917720706215,0.0003226334494614502,0.0
25476,6.171144761433211e-05,6.0552551624412346e-05,0.0002174811105965047,0.0005871353191292987,0.0007421865581686468,0.0002845654533995789,0.0008224739937571151,0.00016686347052339082,0.00011784313069254121,0.0007302463876459037,0.0007150592816314772,0.0007947310609073368,0.0007170082432458395,0.0003463662305084986,0.0018125612697991141,0.001351351551178424,0.0019567088306517324,0.0009819518324915184,0.0004066497815860673,0.001989125534285181,0.001373583972140591,0.0014197084326839798,0.0012738715595273608,0.000700768750413159,0.0014602637444764797,0.0012312371287944706,0.0006677673068674089,0.0005148153416033343,0.0007590334460879936,0.002617598749701821,0.0004922636437567192,0.0018973124301042788,0.0008989827514303764,0.0003830400075857371,0.0006515133732228294,0.001821372036650517,0.001569041846569857,0.0018426798301271028,0.0013132963811896877,0.0014300673289345171,0.0018934404115776402,0.0008865634727290213,0.0005590513258863175,0.0014633590544494445,0.0013160070585701898,0.0013362301100119805,0.0018963769246419355,0.0007116358395894869,0.0018283088983922608,0.001111720458964117,6.422494355891167e-05,0.0008874738085519791,0.0006176778193685854,0.0006606634868338335,0.00027091411532780983,0.0009141333207396358,0.0009645453971311663,0.0011930919468656556,0.0016086212537528863,0.004929944307789238,0.0007056836218476495,0.001003725545177395,0.000657226422650569,0.000690635613242396,0.0012537709927216824,0.0007774734611597649,0.0015007788392891117,0.0012825388574700736,0.0010862919324030969,0.001077336971585893,0.000569048462650193,0.0007426689973575921,0.0004038191772783627,0.0003450411572586639,0.001053013257299429,0.0004600318161430426,0.00043597352608692135,0.0006723105436531874,0.0009112330166515014,0.0008158212443239651,0.0007074198553492347,0.0004738267289102166,0.0005807342696245677,0.0003175625999917939,0.00016046582590059806,0.0007160944474158932,0.0005016310069166322,9.291637740822436e-05,0.0003638402895763339,0.0006907666160795647,7.296372122257835e-05,0.0008711406977277421,0.0002968125440602069,0.00018360168884886223,0.00024211893159134694,0.00019513981641269268,0.00016615681557571939,0.0003434692955460435,8.637321900535215e-05,0.0
