MEM driver,NIOM driver,MEM no driver,NIOM no driver
-0.0295,-56.364,-0.0238,-30.381999999999998
-0.0401,-57.065,-0.0331,-31.151999999999997
-0.0431,-57.851000000000006,-0.0389,-32.005
-0.0414,-58.605,-0.0283,-32.898
-0.0433,-59.284,-0.0203,-33.791
-0.0509,-59.988,-0.0294,-34.588
-0.0569,-60.784,-0.0365,-35.209
-0.0601,-61.675,-0.0343,-35.781
-0.0636,-62.566,-0.0342,-36.422
-0.0732,-63.4,-0.0396,-37.157
-0.0888,-64.207,-0.0492,-37.958
-0.0851,-65.005,-0.0503,-38.749
-0.0574,-65.87,-0.0393,-39.571
-0.0366,-66.794,-0.0396,-40.5
-0.0253,-67.735,-0.0507,-41.593
-0.0047,-68.627,-0.0475,-42.836999999999996
0.0147,-69.358,-0.0361,-44.05
0.0178,-69.93,-0.0344,-45.17
0.0142,-70.396,-0.0393,-46.28100000000001
0.02,-70.848,-0.0383,-47.398999999999994
0.0279,-71.365,-0.0274,-48.541000000000004
0.0142,-71.935,-0.0256,-49.702
-0.0163,-72.523,-0.0407,-50.84
-0.0358,-73.108,-0.0502,-51.924
-0.0418,-73.584,-0.048,-52.896
-0.0426,-73.88600000000002,-0.0474,-53.76
-0.0237,-74.16,-0.0516,-54.59
0.0252,-74.524,-0.0587,-55.342
0.0809,-74.87899999999998,-0.0619,-56.00100000000001
0.1102,-75.10300000000002,-0.0604,-56.56399999999999
0.1153,-75.343,-0.0635,-57.011
0.121,-75.669,-0.0649,-57.407
0.1254,-75.88,-0.0541,-57.778999999999996
0.1138,-75.972,-0.042,-58.286
0.0877,-76.063,-0.0448,-58.983000000000004
0.0612,-76.053,-0.0612,-59.718999999999994
0.0525,-75.97800000000002,-0.068,-60.578
0.0591,-76.148,-0.0528,-61.532
0.0568,-76.594,-0.0404,-62.343999999999994
0.0445,-77.15,-0.0453,-62.995
0.0395,-77.809,-0.0428,-63.571999999999996
0.0399,-78.518,-0.0211,-64.069
0.0327,-79.187,-0.0034,-64.55
0.013000000000000001,-79.837,-0.0057,-65.128
-0.0043,-80.405,-0.012,-65.778
0.0008,-80.844,0.0047,-66.47
0.0098,-81.199,0.0308,-67.165
-0.0013,-81.354,0.0259,-67.767
-0.0135,-81.283,0.0019,-68.324
-0.0095,-81.295,-0.0013,-68.845
-0.0067,-81.447,0.0082,-69.233
-0.016,-81.539,0.0021,-69.498
-0.0281,-81.574,-0.0175,-69.732
-0.0294,-81.67399999999998,-0.027000000000000003,-69.985
-0.021,-81.958,-0.0189,-70.347
-0.0226,-82.26100000000002,-0.0185,-70.97
-0.0356,-82.34700000000002,-0.0368,-71.749
-0.0368,-82.398,-0.0467,-72.446
-0.0242,-82.51700000000002,-0.036000000000000004,-72.99
-0.017,-82.529,-0.0243,-73.432
-0.0198,-82.376,-0.0212,-73.777
-0.0193,-82.133,-0.0124,-73.947
-0.0098,-81.90899999999998,0.0102,-73.916
-0.0074,-81.65100000000002,0.0266,-73.768
-0.0172,-81.286,0.0234,-73.631
-0.0183,-80.851,0.0177,-73.431
-0.0045,-80.357,0.0251,-73.252
0.0066,-79.92699999999998,0.0366,-73.39699999999998
0.005,-79.64699999999998,0.0375,-73.808
-0.0047,-79.399,0.0256,-74.245
-0.0084,-78.99,0.0156,-74.579
-0.002,-78.292,0.0211,-74.775
-0.0025,-77.298,0.0284,-74.923
-0.0098,-75.982,0.0223,-75.108
-0.0045,-74.233,0.0156,-75.375
0.0067,-72.048,0.0206,-75.748
0.0055,-69.47800000000001,0.0262,-76.03699999999998
-0.0043,-66.566,0.0185,-76.016
-0.0097,-63.446999999999996,0.0033,-75.737
-0.0044,-60.227,0.0047,-75.347
0.0003,-56.946999999999996,0.0196,-74.962
-0.0092,-53.567,0.0182,-74.532
-0.019,-49.994,0.008,-73.997
-0.0131,-46.268,0.0134,-73.413
-0.005,-42.532,0.0231,-72.821
-0.0067,-38.861999999999995,0.0217,-72.312
-0.0087,-35.249,0.0176,-71.811
-0.0029,-31.676,0.0218,-71.171
0.0004,-28.02,0.0313,-70.46300000000002
-0.006,-24.318,0.0313,-69.73100000000001
-0.01,-20.72,0.0206,-68.984
-0.0025,-17.061,0.0162,-68.346
0.0057,-13.342,0.0215,-67.796
0.0028,-9.932,0.0233,-67.183
-0.0077,-6.9586,0.0152,-66.50399999999999
-0.0104,-4.1993,0.008,-65.73899999999999
-0.0006,-1.5422,0.0163,-64.875
0.0022,0.9939600000000001,0.0266,-63.849
-0.0106,3.3299,0.017,-62.486000000000004
-0.0164,5.3849,0.0054,-60.773999999999994
-0.0043,7.1989,0.0156,-58.765
0.004,8.8545,0.0297,-56.556999999999995
-0.0059,10.36,0.0259,-54.298
-0.0162,11.65,0.0146,-52.06
-0.0072,12.747,0.0175,-49.87
0.0049,13.708,0.0316,-47.63800000000001
-0.0027,14.470999999999998,0.0306,-45.202
-0.0136,14.966,0.0133,-42.456
-0.0074,15.255,0.0085,-39.41
0.0015,15.37,0.0196,-36.11
-0.0012,15.26,0.0236,-32.603
-0.0079,14.982000000000001,0.0141,-28.986
-0.0075,14.728,0.0079,-25.427
-0.0017,14.581,0.0182,-21.989
-0.0044,14.524000000000001,0.0272,-18.608
-0.0149,14.512,0.0159,-15.347999999999999
-0.0167,14.458,0.0034,-12.372
-0.0074,14.379000000000001,0.0129,-9.7009
0.0008,14.261,0.0282,-7.2653
-0.0011,14.043,0.0259,-5.0675
-0.0085,13.658,0.0152,-3.1329
-0.0037,12.966,0.0208,-1.4061
0.0062,11.952,0.0348,0.30656
-0.0048,10.780999999999999,0.0271,2.0787
-0.0214,9.676,0.0088,3.8646
-0.0142,8.7696,0.0092,5.5852
0.0004,8.0623,0.0177,7.1477
-0.0005,7.4863,0.0159,8.5194
-0.0098,7.0101,0.0077,9.6616
-0.0107,6.6775,0.0026,10.589
-0.0019,6.5111,0.0095,11.293
-0.0028,6.3859,0.0157,11.775
-0.0181,6.1185,0.0039,12.175
-0.0207,5.632999999999999,-0.0028,12.620999999999999
-0.0064,4.9609,0.0117,13.014000000000001
-0.0024,4.2836,0.0195,13.189
-0.0116,3.8321,0.0098,13.128
-0.0134,3.5322,0.0008,12.89
-0.0027,3.1095,0.0053,12.532
0.0034,2.4368,0.0169,12.097000000000001
-0.0056,1.6075,0.0149,11.6
-0.0165,0.7935,-0.0016,11.114
-0.0152,-0.041323,-0.0066,10.577
-0.0043,-0.9878899999999999,0.0051,9.805
0.0027,-2.0603,0.0103,8.8911
-0.0031,-3.2928,-0.0003,7.9859
-0.0085,-4.534,-0.0082,7.0124
-0.0014,-5.6298,0.0004,5.9853
0.0,-6.652,0.0055,5.0723
-0.0132,-7.7010000000000005,-0.0071,4.1997
-0.0174,-8.7642,-0.0153,3.1982
-0.0052,-9.8058,-0.0051,2.1328
0.0011,-10.879000000000001,0.0079,1.0683
-0.0081,-12.022,0.0087,0.069268
-0.0162,-13.205,-0.0025,-0.78027
-0.0081,-14.325,-0.0057,-1.5965
0.0016,-15.312999999999999,0.0065,-2.5751
-0.0075,-16.168,0.0044,-3.6556
-0.0207,-16.95,-0.0159,-4.644
-0.0166,-17.785999999999994,-0.0186,-5.5799
-0.0056,-18.647000000000002,-0.002,-6.5072
-0.005,-19.419,0.0023,-7.4062
-0.0109,-20.114,-0.0107,-8.3112
-0.01,-20.824,-0.0185,-9.2029
-0.0035,-21.607,-0.0101,-10.131
-0.0052,-22.45300000000001,-0.0031,-11.181
-0.0136,-23.316,-0.0098,-12.264000000000001
-0.0133,-24.250999999999998,-0.0144,-13.235999999999999
-0.0036,-25.413,-0.0057,-14.025
0.0001,-26.805,0.0044,-14.713
-0.0082,-28.299,0.0016,-15.499
-0.0162,-29.886,-0.0111,-16.357
-0.0128,-31.558000000000003,-0.0124,-17.213
-0.0054,-33.199,0.0011,-18.095
-0.0043,-34.591,0.0053,-18.94
-0.0066,-35.707,-0.0064,-19.697
-0.006,-36.781,-0.0151,-20.377
-0.0037,-37.899,-0.0118,-20.965999999999998
-0.0037,-39.018,-0.006,-21.495
-0.0093,-40.095,-0.0115,-22.13
-0.013000000000000001,-41.078,-0.0221,-22.865
-0.0067,-41.961999999999996,-0.0161,-23.575
-0.0043,-42.843,-0.0049,-24.384
-0.0131,-43.7,-0.013000000000000001,-25.241
-0.0149,-44.536,-0.0249,-25.988000000000003
-0.0083,-45.48,-0.0208,-26.734
-0.01,-46.556999999999995,-0.0117,-27.57800000000001
-0.0166,-47.727,-0.0103,-28.514
-0.0134,-48.878,-0.0131,-29.489
-0.004,-49.886,-0.0093,-30.44400000000001
-0.0088,-50.795,-0.0034,-31.416
-0.0272,-51.755,-0.0124,-32.474000000000004
-0.0323,-52.817,-0.0249,-33.589
-0.0173,-53.86,-0.0188,-34.664
-0.0055,-54.69,-0.009000000000000001,-35.657
-0.0096,-55.26300000000001,-0.0131,-36.57
-0.0213,-55.661,-0.0221,-37.402
-0.0239,-56.00899999999999,-0.0225,-38.273
-0.0174,-56.44,-0.015,-39.223
-0.024,-56.94,-0.0153,-40.05
-0.0404,-57.562,-0.0256,-40.764
-0.040999999999999995,-58.41,-0.028999999999999998,-41.542
-0.0332,-59.251999999999995,-0.0251,-42.38399999999999
-0.0382,-59.878,-0.0222,-43.222
-0.0492,-60.354,-0.0211,-44.067
-0.0523,-60.824,-0.022000000000000002,-44.88
-0.0505,-61.37,-0.0176,-45.527
-0.057,-61.843999999999994,-0.0118,-46.049
-0.0657,-62.1,-0.0201,-46.595
-0.051,-62.309,-0.0307,-47.13800000000001
-0.0176,-62.604,-0.027999999999999997,-47.716
0.0065,-62.826,-0.0228,-48.33
0.0164,-62.897,-0.0256,-48.893
0.0217,-63.06399999999999,-0.0356,-49.566
0.0299,-63.553999999999995,-0.0384,-50.461999999999996
0.0388,-64.195,-0.024,-51.443999999999996
0.0357,-64.881,-0.0164,-52.372
0.0237,-65.632,-0.0278,-53.236000000000004
0.0142,-66.237,-0.0309,-54.04
0.0018,-66.655,-0.0208,-54.758
-0.0172,-67.087,-0.0206,-55.403
-0.0282,-67.604,-0.0334,-56.085
-0.0083,-68.105,-0.0425,-56.885
0.0441,-68.488,-0.036000000000000004,-57.733999999999995
0.0916,-68.743,-0.0261,-58.658
0.1137,-69.058,-0.0301,-59.637
0.1321,-69.586,-0.0392,-60.458999999999996
0.1495,-70.24,-0.0379,-61.082
0.1425,-70.915,-0.0293,-61.606
0.1136,-71.513,-0.0245,-62.104
0.0879,-71.99,-0.0292,-62.648999999999994
0.0802,-72.355,-0.0333,-63.37300000000001
0.0781,-72.66,-0.0283,-64.329
0.0639,-73.029,-0.0301,-65.366
0.0492,-73.483,-0.0422,-66.325
0.0489,-74.071,-0.0447,-67.045
0.0519,-74.82600000000002,-0.0326,-67.304
0.0472,-75.595,-0.0155,-67.19800000000001
0.0363,-76.296,-0.0024,-67.089
0.0261,-76.798,0.0042,-67.08
0.0263,-77.053,0.0196,-67.062
0.0247,-77.27600000000002,0.0408,-67.016
0.008,-77.523,0.0439,-67.072
-0.0031,-77.709,0.0339,-67.308
0.0031,-77.939,0.0294,-67.69800000000001
0.0057,-78.265,0.0269,-68.233
-0.0049,-78.62899999999998,0.0186,-68.896
-0.0135,-79.056,0.0077,-69.563
-0.0103,-79.541,0.0043,-70.16
-0.0088,-80.036,0.0076,-70.721
-0.0182,-80.47399999999998,-0.0003,-71.27600000000002
-0.0232,-80.827,-0.0184,-71.775
-0.0156,-81.098,-0.0231,-72.111
-0.01,-81.264,-0.012,-72.305
-0.0131,-81.378,-0.0075,-72.55199999999998
-0.0177,-81.516,-0.0161,-72.953
-0.0177,-81.61,-0.0198,-73.3
-0.0101,-81.652,-0.0049,-73.447
-0.004,-81.744,0.0126,-73.569
-0.0089,-81.854,0.0132,-73.843
-0.0134,-82.035,0.0094,-74.283
-0.0057,-82.48700000000002,0.0196,-74.82600000000002
0.001,-83.04,0.0324,-75.377
-0.0076,-83.387,0.0305,-75.806
-0.0159,-83.62100000000002,0.0205,-76.108
-0.0029,-83.931,0.0232,-76.416
0.0123,-84.226,0.0361,-76.681
0.002,-84.329,0.0321,-76.88
-0.0126,-84.164,0.0132,-77.12
-0.003,-83.73100000000002,0.0115,-77.518
0.0148,-83.20100000000002,0.0293,-78.08
0.0174,-82.596,0.039,-78.49
0.006999999999999999,-81.702,0.0304,-78.628
0.0038,-80.492,0.0209,-78.69800000000002
0.016,-78.984,0.0291,-78.741
0.0195,-77.102,0.04,-78.675
0.0036,-74.79,0.0334,-78.63600000000002
-0.0054,-71.967,0.023,-78.862
0.0007,-68.634,0.0224,-79.196
0.0026,-64.92699999999999,0.0234,-79.442
-0.0047,-60.93899999999999,0.023,-79.593
-0.0098,-56.724,0.0213,-79.585
-0.0035,-52.396,0.0209,-79.546
0.0037,-48.038999999999994,0.0279,-79.55
-0.0034,-43.68,0.0309,-79.438
-0.012,-39.335,0.0212,-79.104
-0.0031,-34.937,0.0174,-78.484
0.012,-30.499000000000002,0.0282,-77.642
0.0166,-26.201,0.037000000000000005,-76.8
0.013999999999999999,-22.089000000000002,0.035,-76.025
0.0147,-18.087,0.0304,-75.184
0.0193,-14.324000000000002,0.0345,-74.30199999999998
0.0141,-10.925,0.0402,-73.46600000000002
-0.0024,-7.7656,0.0306,-72.586
-0.0097,-4.7322,0.0171,-71.693
-0.0025,-1.7278,0.0193,-70.765
0.0013,1.1952,0.026000000000000002,-69.564
-0.0071,3.8605,0.0198,-68.096
-0.0153,6.2479,0.0071,-66.44
-0.0063,8.3142,0.0093,-64.52
0.0082,10.017000000000001,0.0267,-62.37300000000001
0.0037,11.472999999999999,0.0314,-60.06100000000001
-0.0053,12.734000000000002,0.0223,-57.523999999999994
0.0024,13.716,0.0257,-54.66
0.0113,14.472999999999999,0.0351,-51.55
0.0094,15.206,0.0317,-48.333
0.0063,15.9,0.0246,-45.045
0.0101,16.433,0.0257,-41.727
0.0171,16.798,0.0324,-38.332
0.0119,16.957,0.0317,-34.84
-0.006,16.979,0.0183,-31.377
-0.012,16.971,0.0102,-28.02
-0.0022,16.996,0.017,-24.862
-0.0007,17.11,0.0222,-22.00800000000001
-0.0114,17.233,0.0164,-19.410999999999998
-0.0156,17.168,0.0059,-16.88
-0.0045,16.809,0.0045,-14.347999999999999
0.0069,16.352999999999998,0.018000000000000002,-11.955
0.0017,15.945,0.0248,-9.7985
-0.0062,15.482999999999999,0.0161,-7.8493
0.0036,14.944,0.0177,-5.9806
0.0159,14.444,0.0314,-4.1864
0.0115,14.081,0.0301,-2.5393
0.0011,13.783,0.0145,-1.1476
0.0001,13.458,0.0097,-0.091155
0.0052,13.072000000000001,0.0222,0.81966
0.0034,12.567,0.0281,1.6734
-0.006,12.008,0.0139,2.3799
-0.01,11.345999999999998,0.0014,2.8912
-0.0066,10.440999999999999,0.0056,3.2034
-0.0069,9.4072,0.0112,3.3617
-0.0134,8.3574,0.0053,3.4581
-0.0159,7.4157,-0.004,3.516
-0.0064,6.5757,0.0001,3.4241
0.0014,5.702000000000001,0.0131,3.1884
-0.0067,4.8894,0.012,2.9495
-0.0139,4.1975,0.0005,2.8345
-0.0041,3.5777,0.0017,2.7773
0.0055,3.0561,0.0119,2.5303
-0.0016,2.6228,0.0138,2.0564
-0.013999999999999999,2.226,0.0058,1.5049
-0.0119,1.8203,-0.0016,0.89376
0.0018,1.2007,0.0028,0.16178
0.0008,0.17181,0.0104,-0.68497
-0.0177,-1.0943,0.0024,-1.5532
-0.0218,-2.3538,-0.0079,-2.3116
-0.0068,-3.5173,0.0006,-2.9692
-0.0044,-4.5266,0.0073,-3.7014
-0.0189,-5.4822,-0.0081,-4.6626
-0.0239,-6.3881,-0.0246,-5.9179
-0.0121,-7.2275,-0.0184,-7.3903
-0.0064,-8.2284,-0.0042,-8.761000000000001
-0.0163,-9.4521,-0.0046,-9.9019
-0.0181,-10.812000000000001,-0.0084,-10.989
-0.004,-12.277000000000001,-0.0005,-12.062000000000001
0.0022,-13.758,0.0068,-13.047
-0.0037,-15.142999999999999,0.005,-13.868
-0.0053,-16.421,0.0011,-14.512
-0.0006,-17.544,0.0002,-14.988
0.0019,-18.546,0.0042,-15.374
-0.0037,-19.6,0.0043,-15.827
-0.0138,-20.721999999999998,-0.0067,-16.285
-0.0178,-21.829,-0.0162,-16.663
-0.0142,-22.858,-0.0143,-17.078
-0.0106,-23.868000000000002,-0.009000000000000001,-17.567
-0.0158,-24.921,-0.0125,-18.133
-0.0236,-25.951,-0.0251,-18.866
-0.0147,-26.95,-0.024,-19.799
-0.0006,-28.013,-0.0063,-20.843000000000004
-0.0083,-29.114,-0.0059,-21.74
-0.0218,-30.083000000000002,-0.0235,-22.416
-0.0152,-30.965,-0.0243,-23.128
-0.0035,-31.886,-0.01,-23.92
-0.0058,-32.817,-0.0057,-24.629
-0.0132,-33.801,-0.0131,-25.344
-0.0116,-34.95,-0.0172,-26.189
-0.006,-36.187,-0.0108,-27.176
-0.013000000000000001,-37.216,-0.0083,-28.343000000000004
-0.0259,-38.043,-0.0207,-29.634
-0.026000000000000002,-38.927,-0.0297,-30.980999999999998
-0.0203,-39.882,-0.0226,-32.313
-0.025,-40.846,-0.0175,-33.637
-0.0369,-41.726000000000006,-0.027999999999999997,-35.037
-0.0411,-42.54600000000001,-0.0382,-36.437
-0.0302,-43.456,-0.0295,-37.912
-0.0214,-44.431999999999995,-0.0161,-39.551
-0.0291,-45.32100000000001,-0.0203,-41.137
-0.0338,-45.983000000000004,-0.0273,-42.363
-0.0212,-46.51600000000001,-0.0182,-43.236999999999995
-0.0115,-47.166000000000004,-0.0093,-44.11
-0.0201,-47.956,-0.0146,-45.042
-0.0369,-48.81800000000001,-0.0257,-45.858000000000004
-0.0432,-49.75,-0.03,-46.68899999999999
-0.0378,-50.775,-0.0218,-47.761
-0.0407,-51.949,-0.0159,-48.964
-0.0521,-53.275,-0.0256,-50.152
-0.0497,-54.62300000000001,-0.0344,-51.351000000000006
-0.0369,-55.788000000000004,-0.0316,-52.464
-0.0318,-56.718,-0.0312,-53.32100000000001
-0.0302,-57.43,-0.0399,-53.94300000000001
-0.0182,-57.916000000000004,-0.0478,-54.481
0.008,-58.28100000000001,-0.0408,-55.067
0.0308,-58.676,-0.0243,-55.742
0.0308,-59.14,-0.0195,-56.395
0.0217,-59.645,-0.0238,-56.957
0.0237,-60.288999999999994,-0.022000000000000002,-57.428999999999995
0.0287,-61.135,-0.0149,-57.809
0.0245,-62.028999999999996,-0.0095,-58.121
0.0158,-62.788000000000004,-0.013999999999999999,-58.388999999999996
0.0149,-63.271,-0.0214,-58.729
0.0138,-63.577,-0.0156,-59.273
-0.0059,-64.15,-0.0128,-59.896
-0.0237,-65.154,-0.0284,-60.492
-0.0031,-66.271,-0.040999999999999995,-61.172
0.0414,-67.218,-0.0378,-61.949
0.0702,-67.953,-0.0327,-62.685
0.0802,-68.51100000000001,-0.0369,-63.305
0.0949,-68.84,-0.0456,-63.952
0.1165,-68.953,-0.0431,-64.7
0.1215,-68.98899999999999,-0.0334,-65.523
0.1017,-69.07,-0.0372,-66.392
0.0799,-69.28399999999999,-0.0483,-67.12899999999999
0.0736,-69.65,-0.0465,-67.69
0.0723,-70.09,-0.0376,-68.126
0.0649,-70.652,-0.0365,-68.402
0.057999999999999996,-71.337,-0.0437,-68.579
0.0588,-71.929,-0.0473,-68.818
0.06,-72.361,-0.0382,-69.19800000000001
0.0466,-72.648,-0.0268,-69.699
0.0253,-72.908,-0.0201,-70.21600000000001
0.0194,-73.363,-0.0059,-70.617
0.0207,-74.046,0.0162,-70.935
0.0073,-74.859,0.03,-71.253
-0.013999999999999999,-75.67699999999998,0.026000000000000002,-71.649
-0.0226,-76.319,0.0116,-72.125
-0.0105,-76.69,0.0108,-72.516
0.0017,-76.992,0.0232,-72.737
-0.0071,-77.392,0.0197,-72.868
-0.0144,-77.796,0.0046,-73.03
-0.0017,-78.113,0.0042,-73.141
0.0064,-78.38600000000002,0.0099,-73.143
-0.0026,-78.699,0.0021,-73.1
-0.012,-79.025,-0.0142,-73.016
-0.0118,-79.325,-0.0193,-73.002
-0.0088,-79.57300000000002,-0.009000000000000001,-73.172
-0.0142,-79.768,-0.0076,-73.514
-0.0234,-79.97,-0.0234,-73.961
-0.0209,-80.243,-0.0273,-74.426
-0.0115,-80.566,-0.008,-74.884
-0.0118,-80.935,0.0084,-75.304
-0.0188,-81.36,0.0068,-75.584
-0.0162,-81.672,0.0019,-75.703
-0.0044,-81.778,0.0128,-75.805
-0.0008,-81.751,0.03,-75.92399999999998
-0.0077,-81.548,0.0306,-75.983
-0.0057,-81.065,0.0235,-75.925
0.0093,-80.361,0.0303,-75.72
0.0183,-79.608,0.0404,-75.494
0.0137,-78.814,0.0361,-75.417
0.0077,-77.847,0.0271,-75.542
0.0138,-76.619,0.0324,-75.834
0.0211,-75.055,0.0438,-76.19800000000002
0.0112,-73.161,0.0361,-76.546
-0.0032,-70.98899999999998,0.0153,-76.873
-0.0028,-68.43,0.0113,-77.186
0.0026,-65.361,0.0233,-77.523
0.0009,-61.912,0.0277,-77.926
-0.0043,-58.358000000000004,0.0185,-78.259
-0.0072,-54.776,0.0101,-78.46600000000002
-0.0073,-51.003,0.0142,-78.612
-0.0095,-46.926,0.0212,-78.624
-0.012,-42.665,0.019,-78.413
-0.0056,-38.44,0.0193,-78.025
0.0065,-34.345,0.0334,-77.631
0.0123,-30.430999999999997,0.043,-77.361
0.0076,-26.69400000000001,0.0333,-77.075
-0.0002,-23.046,0.0199,-76.56
0.0017,-19.345,0.0235,-75.89699999999998
0.0111,-15.571,0.0376,-75.32300000000002
0.0092,-11.89,0.0343,-74.791
-0.0018,-8.4016,0.0178,-74.07600000000002
-0.0011,-5.1676,0.0186,-73.138
0.0036,-2.253,0.0283,-72.027
-0.0063,0.37398000000000003,0.0213,-70.811
-0.02,2.6803,0.0067,-69.5
-0.0186,4.5558,0.0032,-68.05199999999999
-0.0082,6.2120000000000015,0.013999999999999999,-66.486
-0.0094,7.7792,0.0231,-64.786
-0.0177,8.9485,0.0171,-62.955
-0.0113,9.777000000000001,0.0112,-61.0
0.0016,10.577,0.0181,-58.853
0.0008,11.252,0.0272,-56.64100000000001
-0.0036,11.625,0.0305,-54.538999999999994
0.0007,11.709000000000001,0.0258,-52.401
0.0069,11.725999999999999,0.021,-50.019
0.0079,11.919,0.0281,-47.39100000000001
0.0022,12.203,0.0319,-44.58
-0.0074,12.367,0.0196,-41.57
-0.0127,12.29,0.0105,-38.346
-0.0102,11.963,0.0156,-35.053000000000004
-0.0078,11.460999999999999,0.0209,-31.951999999999998
-0.0109,10.783,0.017,-29.11
-0.0112,10.061,0.0116,-26.495
-0.0043,9.508,0.0162,-24.141
-0.0039,9.1551,0.0227,-22.04300000000001
-0.0137,8.9415,0.0151,-20.176
-0.0119,8.788,0.0067,-18.479
0.0049,8.5742,0.017,-16.894000000000002
0.0127,8.2631,0.0306,-15.374
0.0047,7.956,0.0269,-13.901
-0.0029,7.657999999999999,0.0143,-12.474
0.0014,7.2738,0.0164,-11.039000000000001
0.0076,6.7778,0.0288,-9.6056
0.0023,6.2687,0.024,-8.1516
-0.0068,5.8241,0.0074,-6.5957
-0.0092,5.3359,0.0042,-5.0267
-0.0102,4.6691,0.0096,-3.6305
-0.0126,3.8214,0.0092,-2.4829
-0.0137,2.9732,0.0017,-1.508
-0.0123,2.3242,-0.0034,-0.61682
-0.0069,1.8219999999999998,0.0068,0.18899000000000002
-0.0042,1.345,0.0178,0.81612
-0.008,0.8592799999999999,0.0114,1.2109999999999999
-0.0075,0.35347,0.0059,1.4677
-0.0001,-0.16693,0.0133,1.6791
0.0044,-0.79265,0.017,1.8395
0.0008,-1.6296,0.012,1.9247
-0.0057,-2.5853,0.0075,2.0375
-0.0012,-3.6427,0.0113,2.2936
0.0089,-4.8656,0.0204,2.5444
0.0022,-6.0587,0.0172,2.6477
-0.0123,-7.1307,0.0034,2.641
-0.0111,-8.1379,-0.0002,2.5895
-0.0046,-9.0285,0.0031,2.5576
-0.0095,-9.8417,0.0027,2.3652
-0.0175,-10.652999999999999,0.0004,1.8728
-0.0147,-11.535,-0.0036,1.2837
-0.0053,-12.565999999999999,-0.0022,0.66205
-0.0082,-13.648,0.0047,-0.043143
-0.0168,-14.664000000000001,0.0047,-0.81814
-0.0091,-15.710999999999999,-0.0001,-1.6276
0.0028,-16.935,0.0018,-2.4383
-0.0012,-18.302,0.0077,-3.4083
-0.0103,-19.692999999999998,0.0071,-4.5917
-0.0103,-20.987,-0.0002,-5.7810000000000015
-0.0027,-22.116999999999997,0.0008,-6.9637
0.0002,-23.105999999999998,0.0081,-8.132
-0.0094,-23.927,0.0014,-9.0798
-0.0183,-24.627,-0.0105,-9.8877
-0.0136,-25.386,-0.0089,-10.812000000000001
-0.005,-26.217,-0.0038,-11.878
-0.0051,-27.045,-0.0044,-12.93
-0.0114,-27.851,-0.006999999999999999,-13.901
-0.0132,-28.576,-0.0089,-14.875
-0.0087,-29.174,-0.0048,-15.889000000000001
-0.0079,-29.801,0.0004,-16.942
-0.0097,-30.638,-0.0038,-18.035
-0.0032,-31.623,-0.0079,-19.119
0.0076,-32.667,-0.0008,-20.236
0.0077,-33.743,0.0067,-21.558000000000003
-0.0059,-34.781,0.001,-23.075
-0.0146,-35.78,-0.0119,-24.62
-0.0019,-36.808,-0.0088,-26.07800000000001
0.0115,-37.931,0.0082,-27.475
0.0009,-39.131,0.0063,-28.840999999999998
-0.0129,-40.266,-0.0126,-29.974
-0.0089,-41.309,-0.0173,-30.749000000000002
-0.0038,-42.302,-0.0085,-31.373
-0.0122,-43.078,-0.0087,-32.031
-0.0239,-43.602,-0.0203,-32.811
-0.0208,-44.21,-0.0221,-33.758
-0.0061,-44.94600000000001,-0.0063,-34.773
-0.0069,-45.483000000000004,-0.0015,-35.75
-0.0207,-45.841,-0.0139,-36.585
-0.0172,-46.239,-0.0114,-37.251
-0.0015,-46.713,0.0028,-37.912
-0.0011,-47.273,0.0019,-38.639
-0.0141,-48.049,-0.0073,-39.383
-0.0173,-49.107,-0.0104,-40.245
-0.006,-50.31100000000001,-0.0062,-41.201
-0.0048,-51.601000000000006,-0.0004,-42.022
-0.0207,-52.832,-0.0058,-42.739
-0.0271,-53.806000000000004,-0.0196,-43.501999999999995
-0.0193,-54.62,-0.0246,-44.291000000000004
-0.0183,-55.505,-0.0205,-45.119
-0.0285,-56.497,-0.0197,-46.038999999999994
-0.04,-57.42,-0.0263,-46.967
-0.039,-58.262,-0.0283,-47.79600000000001
-0.0285,-59.047,-0.0154,-48.507
-0.0364,-59.573,-0.0092,-49.141999999999996
-0.0602,-59.858999999999995,-0.0242,-49.809
-0.0629,-60.161,-0.033,-50.512
-0.0437,-60.533,-0.023,-51.119
-0.0347,-60.873999999999995,-0.0168,-51.657
-0.0391,-61.155,-0.0235,-52.125
-0.0278,-61.386,-0.0291,-52.278
0.0077,-61.538000000000004,-0.0198,-52.122
0.0313,-61.766999999999996,-0.0081,-51.983999999999995
0.0262,-62.246,-0.0169,-52.008
0.0254,-62.887,-0.0302,-52.169
0.0386,-63.55,-0.0222,-52.498999999999995
0.0358,-64.084,-0.0099,-53.053000000000004
0.0169,-64.553,-0.0145,-53.83
0.0072,-65.131,-0.0252,-54.69300000000001
0.0123,-65.742,-0.0238,-55.507
0.0148,-66.303,-0.0144,-56.3
0.0005,-66.79899999999999,-0.0162,-57.02
-0.0124,-67.344,-0.0265,-57.563
0.0047,-68.116,-0.0259,-58.143
0.0467,-69.101,-0.0173,-58.89
0.0829,-70.194,-0.0159,-59.667
0.096,-71.21,-0.0221,-60.464
0.1021,-72.05,-0.0266,-61.31399999999999
0.11900000000000001,-72.825,-0.0198,-62.236999999999995
0.1254,-73.543,-0.0141,-63.303000000000004
